Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Production
11/21/2024,2,3,Wind,326,Thursday,November,3776
5/30/2022,16,17,Solar,150,Monday,May,4829
8/22/2021,22,23,Wind,234,Sunday,August,3214
6/19/2025,21,22,Wind,170,Thursday,June,5182
3/29/2025,22,23,Wind,88,Saturday,March,5984
4/14/2021,3,4,Wind,104,Wednesday,April,3728
2/3/2020,7,8,Wind,34,Monday,February,7783
9/11/2024,16,17,Wind,255,Wednesday,September,10628
1/27/2023,17,18,Wind,27,Friday,January,7408
11/17/2020,4,5,Wind,322,Tuesday,November,4377
8/22/2021,1,2,Wind,234,Sunday,August,2473
10/6/2024,7,8,Wind,280,Sunday,October,7492
1/13/2020,14,15,Wind,13,Monday,January,9065
2/7/2023,5,6,Wind,38,Tuesday,February,8390
8/23/2022,6,7,Wind,235,Tuesday,August,907
6/8/2022,11,12,Wind,159,Wednesday,June,7219
7/9/2021,18,19,Solar,190,Friday,July,2863
6/14/2024,6,7,Wind,166,Friday,June,7196
8/13/2024,15,16,Solar,226,Tuesday,August,6082
8/30/2020,19,20,Wind,243,Sunday,August,5011
10/16/2024,9,10,Wind,290,Wednesday,October,12066
11/3/2021,4,5,Wind,307,Wednesday,November,3777
9/9/2024,11,12,Wind,253,Monday,September,12032
10/9/2024,23,0,Wind,283,Wednesday,October,12173
1/29/2022,21,22,Wind,29,Saturday,January,7841
11/23/2023,5,6,Wind,327,Thursday,November,3097
5/16/2021,13,14,Wind,136,Sunday,May,10336
2/3/2020,4,5,Wind,34,Monday,February,8185
9/3/2020,3,4,Wind,247,Thursday,September,1055
10/16/2021,11,12,Solar,289,Saturday,October,3963
7/5/2023,15,16,Wind,186,Wednesday,July,12493
3/18/2022,4,5,Wind,77,Friday,March,7637
12/11/2023,20,21,Wind,345,Monday,December,5734
3/12/2021,21,22,Wind,71,Friday,March,12809
8/17/2023,13,14,Solar,229,Thursday,August,7657
11/12/2023,23,0,Wind,316,Sunday,November,11007
11/20/2023,6,7,Wind,324,Monday,November,9818
3/19/2021,1,2,Wind,78,Friday,March,3657
9/22/2025,7,8,Wind,265,Monday,September,9424
2/27/2022,18,19,Wind,58,Sunday,February,4258
11/27/2025,8,9,Wind,331,Thursday,November,8567
9/9/2021,0,1,Wind,252,Thursday,September,2672
3/30/2024,9,10,Wind,90,Saturday,March,5490
6/20/2025,4,5,Wind,171,Friday,June,6244
7/26/2022,9,10,Solar,207,Tuesday,July,3674
2/15/2021,2,3,Wind,46,Monday,February,9873
7/17/2024,4,5,Wind,199,Wednesday,July,1809
4/30/2020,0,1,Wind,121,Thursday,April,6306
5/7/2023,17,18,Solar,127,Sunday,May,5191
3/5/2022,3,4,Wind,64,Saturday,March,2445
12/11/2021,16,17,Wind,345,Saturday,December,2701
1/3/2020,15,16,Wind,3,Friday,January,7760
1/2/2023,1,2,Wind,2,Monday,January,11316
6/21/2025,15,16,Solar,172,Saturday,June,9560
8/29/2025,13,14,Wind,241,Friday,August,17258
5/29/2024,2,3,Wind,150,Wednesday,May,7420
7/21/2023,15,16,Solar,202,Friday,July,9544
8/23/2025,3,4,Wind,235,Saturday,August,1573
6/26/2025,6,7,Wind,177,Thursday,June,6460
3/11/2021,8,9,Wind,70,Thursday,March,14706
10/8/2025,15,16,Solar,281,Wednesday,October,6851
1/13/2021,3,4,Wind,13,Wednesday,January,3280
4/6/2025,13,14,Solar,96,Sunday,April,8583
11/27/2025,12,13,Wind,331,Thursday,November,12336
3/28/2022,22,23,Wind,87,Monday,March,2689
12/31/2024,2,3,Wind,366,Tuesday,December,2381
4/14/2022,21,22,Wind,104,Thursday,April,1870
5/19/2022,22,23,Wind,139,Thursday,May,2542
9/1/2023,17,18,Solar,244,Friday,September,5577
12/8/2020,7,8,Wind,343,Tuesday,December,2356
6/21/2024,7,8,Wind,173,Friday,June,1935
11/24/2021,8,9,Wind,328,Wednesday,November,4414
1/24/2021,12,13,Wind,24,Sunday,January,8088
1/26/2024,14,15,Wind,26,Friday,January,10946
10/20/2020,13,14,Wind,294,Tuesday,October,10409
5/15/2023,17,18,Wind,135,Monday,May,11313
10/8/2022,10,11,Solar,281,Saturday,October,2818
8/16/2023,20,21,Wind,228,Wednesday,August,1998
11/28/2025,20,21,Wind,332,Friday,November,6643
8/21/2020,4,5,Wind,234,Friday,August,7156
3/13/2022,3,4,Wind,72,Sunday,March,10169
4/16/2025,21,22,Wind,106,Wednesday,April,2334
3/29/2025,11,12,Wind,88,Saturday,March,13610
5/15/2021,14,15,Wind,135,Saturday,May,10754
3/10/2023,9,10,Wind,69,Friday,March,18818
2/12/2021,20,21,Wind,43,Friday,February,8741
4/18/2020,16,17,Solar,109,Saturday,April,2674
4/18/2021,13,14,Solar,108,Sunday,April,5674
12/7/2023,13,14,Wind,341,Thursday,December,10631
3/18/2020,8,9,Solar,78,Wednesday,March,1636
10/5/2021,0,1,Wind,278,Tuesday,October,7276
1/15/2023,17,18,Wind,15,Sunday,January,14768
1/15/2022,3,4,Wind,15,Saturday,January,1157
11/18/2025,2,3,Wind,322,Tuesday,November,2859
9/13/2025,4,5,Wind,256,Saturday,September,7286
2/12/2021,1,2,Wind,43,Friday,February,7887
5/27/2024,8,9,Solar,148,Monday,May,2780
10/10/2025,0,1,Wind,283,Friday,October,2867
10/25/2022,20,21,Wind,298,Tuesday,October,6828
9/22/2023,11,12,Wind,265,Friday,September,10275
6/14/2020,16,17,Solar,166,Sunday,June,5312
6/27/2020,16,17,Wind,179,Saturday,June,11405
9/22/2022,9,10,Solar,265,Thursday,September,3149
10/25/2025,9,10,Wind,298,Saturday,October,12226
1/15/2022,6,7,Wind,15,Saturday,January,1431
1/17/2025,16,17,Solar,17,Friday,January,1837
8/18/2024,2,3,Wind,231,Sunday,August,2890
5/11/2024,14,15,Solar,132,Saturday,May,6258
7/8/2024,23,0,Wind,190,Monday,July,4242
1/4/2021,18,19,Wind,4,Monday,January,2789
3/18/2021,3,4,Wind,77,Thursday,March,3457
2/8/2020,13,14,Wind,39,Saturday,February,4506
10/31/2023,20,21,Wind,304,Tuesday,October,9841
2/2/2021,8,9,Wind,33,Tuesday,February,11321
9/3/2022,18,19,Wind,246,Saturday,September,3706
7/27/2025,3,4,Wind,208,Sunday,July,2052
1/16/2020,5,6,Wind,16,Thursday,January,3920
9/6/2022,1,2,Wind,249,Tuesday,September,4064
12/17/2021,14,15,Wind,351,Friday,December,8465
11/2/2022,6,7,Wind,306,Wednesday,November,5999
4/5/2024,14,15,Wind,96,Friday,April,10822
11/20/2023,16,17,Wind,324,Monday,November,11718
9/14/2020,15,16,Solar,258,Monday,September,4979
6/25/2020,21,22,Wind,177,Thursday,June,2348
4/18/2024,3,4,Wind,109,Thursday,April,3710
3/30/2020,19,20,Wind,90,Monday,March,9614
7/10/2023,7,8,Wind,191,Monday,July,1299
6/21/2025,9,10,Solar,172,Saturday,June,6679
4/10/2023,14,15,Wind,100,Monday,April,9241
3/25/2025,19,20,Wind,84,Tuesday,March,3772
5/4/2021,16,17,Wind,124,Tuesday,May,13688
5/16/2022,23,0,Wind,136,Monday,May,889
12/6/2020,17,18,Wind,341,Sunday,December,2011
6/11/2025,23,0,Wind,162,Wednesday,June,8570
1/2/2021,19,20,Wind,2,Saturday,January,1789
2/23/2022,1,2,Wind,54,Wednesday,February,3525
10/6/2022,17,18,Solar,279,Thursday,October,2401
5/1/2022,17,18,Solar,121,Sunday,May,4686
11/23/2025,21,22,Wind,327,Sunday,November,7207
11/23/2024,6,7,Wind,328,Saturday,November,12111
1/26/2023,5,6,Wind,26,Thursday,January,1801
1/25/2022,5,6,Wind,25,Tuesday,January,404
5/21/2025,17,18,Wind,141,Wednesday,May,6937
2/10/2021,13,14,Wind,41,Wednesday,February,8405
5/31/2020,3,4,Wind,152,Sunday,May,5099
12/30/2021,1,2,Wind,364,Thursday,December,9909
2/20/2020,22,23,Wind,51,Thursday,February,8229
6/30/2023,8,9,Wind,181,Friday,June,3126
4/22/2020,19,20,Wind,113,Wednesday,April,2344
2/28/2021,7,8,Wind,59,Sunday,February,6995
1/28/2025,22,23,Wind,28,Tuesday,January,18821
12/27/2023,2,3,Wind,361,Wednesday,December,5350
9/20/2025,20,21,Wind,263,Saturday,September,9395
7/23/2024,18,19,Wind,205,Tuesday,July,9449
2/9/2021,21,22,Wind,40,Tuesday,February,8178
8/22/2024,2,3,Wind,235,Thursday,August,1728
12/13/2023,16,17,Wind,347,Wednesday,December,7721
8/12/2023,2,3,Wind,224,Saturday,August,1504
3/30/2025,7,8,Wind,89,Sunday,March,7623
1/6/2021,8,9,Wind,6,Wednesday,January,979
4/29/2023,18,19,Wind,119,Saturday,April,3616
1/15/2021,2,3,Wind,15,Friday,January,8271
6/1/2021,6,7,Wind,152,Tuesday,June,5240
11/6/2025,16,17,Wind,310,Thursday,November,2559
8/29/2025,20,21,Wind,241,Friday,August,7557
9/4/2023,12,13,Solar,247,Monday,September,10434
1/25/2024,5,6,Wind,25,Thursday,January,2298
1/10/2024,23,0,Wind,10,Wednesday,January,4841
1/26/2023,11,12,Wind,26,Thursday,January,5924
8/16/2025,5,6,Wind,228,Saturday,August,7107
5/20/2021,7,8,Wind,140,Thursday,May,1629
4/21/2023,22,23,Wind,111,Friday,April,3292
10/24/2022,4,5,Wind,297,Monday,October,12101
9/24/2022,15,16,Solar,267,Saturday,September,4708
9/30/2025,7,8,Wind,273,Tuesday,September,1864
2/28/2024,8,9,Wind,59,Wednesday,February,2877
1/14/2024,8,9,Wind,14,Sunday,January,1027
1/12/2022,1,2,Wind,12,Wednesday,January,2218
10/6/2022,10,11,Solar,279,Thursday,October,3189
11/22/2023,19,20,Wind,326,Wednesday,November,4238
5/25/2024,10,11,Solar,146,Saturday,May,5804
12/20/2024,12,13,Wind,355,Friday,December,9370
10/5/2023,1,2,Wind,278,Thursday,October,1497
10/21/2021,3,4,Wind,294,Thursday,October,12333
12/16/2021,21,22,Wind,350,Thursday,December,5546
9/23/2021,21,22,Wind,266,Thursday,September,1144
12/18/2023,13,14,Solar,352,Monday,December,5455
9/11/2021,10,11,Solar,254,Saturday,September,3923
5/2/2023,15,16,Solar,122,Tuesday,May,9192
6/20/2022,5,6,Wind,171,Monday,June,3499
6/9/2021,22,23,Wind,160,Wednesday,June,1459
1/18/2022,10,11,Wind,18,Tuesday,January,4603
11/29/2022,9,10,Wind,333,Tuesday,November,1754
4/18/2023,20,21,Wind,108,Tuesday,April,6696
10/23/2024,10,11,Solar,297,Wednesday,October,4550
7/1/2021,3,4,Wind,182,Thursday,July,757
4/9/2023,11,12,Solar,99,Sunday,April,6733
1/7/2022,12,13,Wind,7,Friday,January,11723
1/4/2021,11,12,Wind,4,Monday,January,2394
11/23/2024,23,0,Wind,328,Saturday,November,18704
5/4/2020,17,18,Wind,125,Monday,May,4712
11/17/2025,13,14,Wind,321,Monday,November,12989
12/15/2024,1,2,Wind,350,Sunday,December,4474
9/17/2022,9,10,Wind,260,Saturday,September,6322
11/27/2025,16,17,Wind,331,Thursday,November,8367
6/27/2024,15,16,Solar,179,Thursday,June,10273
2/6/2024,8,9,Wind,37,Tuesday,February,12348
1/10/2025,5,6,Wind,10,Friday,January,3418
3/19/2025,8,9,Wind,78,Wednesday,March,9711
7/14/2023,17,18,Wind,195,Friday,July,15799
8/21/2021,13,14,Solar,233,Saturday,August,5635
4/2/2020,21,22,Wind,93,Thursday,April,3165
7/23/2021,16,17,Wind,204,Friday,July,7633
9/11/2023,2,3,Wind,254,Monday,September,1746
6/4/2022,22,23,Wind,155,Saturday,June,3661
3/20/2025,10,11,Wind,79,Thursday,March,9849
1/16/2024,11,12,Solar,16,Tuesday,January,3276
10/9/2021,1,2,Wind,282,Saturday,October,4310
1/4/2021,23,0,Wind,4,Monday,January,2893
1/10/2025,8,9,Wind,10,Friday,January,4267
10/7/2021,12,13,Solar,280,Thursday,October,5782
11/19/2022,23,0,Wind,323,Saturday,November,3793
5/7/2025,15,16,Wind,127,Wednesday,May,11074
10/17/2025,9,10,Wind,290,Friday,October,6086
9/26/2022,0,1,Wind,269,Monday,September,1588
3/8/2022,3,4,Wind,67,Tuesday,March,7900
9/13/2020,7,8,Wind,257,Sunday,September,986
3/7/2020,20,21,Wind,67,Saturday,March,5237
3/15/2023,16,17,Solar,74,Wednesday,March,4875
4/18/2023,15,16,Wind,108,Tuesday,April,11374
3/12/2023,6,7,Wind,71,Sunday,March,8029
3/19/2021,22,23,Wind,78,Friday,March,6701
2/1/2024,17,18,Wind,32,Thursday,February,2308
3/2/2020,8,9,Wind,62,Monday,March,5326
10/13/2021,21,22,Wind,286,Wednesday,October,2278
5/27/2021,22,23,Wind,147,Thursday,May,2162
12/24/2024,14,15,Wind,359,Tuesday,December,4233
10/31/2020,6,7,Wind,305,Saturday,October,4650
9/5/2020,6,7,Wind,249,Saturday,September,2802
4/20/2021,0,1,Wind,110,Tuesday,April,925
5/29/2022,8,9,Wind,149,Sunday,May,5334
6/11/2024,0,1,Wind,163,Tuesday,June,2412
2/26/2024,12,13,Wind,57,Monday,February,13521
8/4/2025,11,12,Solar,216,Monday,August,10906
4/26/2025,9,10,Solar,116,Saturday,April,5651
2/17/2021,4,5,Wind,48,Wednesday,February,7667
7/18/2021,9,10,Wind,199,Sunday,July,5324
5/4/2024,11,12,Wind,125,Saturday,May,8405
7/16/2025,22,23,Wind,197,Wednesday,July,2982
8/25/2020,18,19,Wind,238,Tuesday,August,12079
12/26/2020,22,23,Wind,361,Saturday,December,11599
8/15/2021,4,5,Wind,227,Sunday,August,876
12/29/2022,10,11,Wind,363,Thursday,December,13974
9/27/2021,17,18,Wind,270,Monday,September,8144
3/16/2024,17,18,Wind,76,Saturday,March,2788
4/7/2021,5,6,Wind,97,Wednesday,April,4371
5/17/2021,10,11,Wind,137,Monday,May,13975
12/16/2021,18,19,Wind,350,Thursday,December,4445
10/2/2022,22,23,Wind,275,Sunday,October,1490
10/16/2020,17,18,Wind,290,Friday,October,2254
7/31/2025,8,9,Solar,212,Thursday,July,4016
6/16/2024,1,2,Wind,168,Sunday,June,8226
1/25/2022,20,21,Wind,25,Tuesday,January,237
1/20/2024,11,12,Solar,20,Saturday,January,6340
4/20/2024,12,13,Solar,111,Saturday,April,13619
9/27/2020,12,13,Wind,271,Sunday,September,13618
10/6/2022,0,1,Wind,279,Thursday,October,5326
12/8/2020,1,2,Wind,343,Tuesday,December,3398
7/20/2020,11,12,Solar,202,Monday,July,5721
2/21/2020,6,7,Wind,52,Friday,February,3708
1/3/2020,1,2,Wind,3,Friday,January,7361
7/3/2020,7,8,Wind,185,Friday,July,2428
8/20/2021,19,20,Solar,232,Friday,August,995
1/8/2021,9,10,Wind,8,Friday,January,1402
8/15/2020,22,23,Wind,228,Saturday,August,1363
10/17/2024,20,21,Wind,291,Thursday,October,3910
1/11/2024,1,2,Wind,11,Thursday,January,4946
4/16/2020,5,6,Wind,107,Thursday,April,4291
5/4/2024,6,7,Wind,125,Saturday,May,1902
8/5/2021,22,23,Wind,217,Thursday,August,7691
1/23/2024,4,5,Wind,23,Tuesday,January,11209
2/5/2022,6,7,Wind,36,Saturday,February,3641
9/4/2020,10,11,Solar,248,Friday,September,3321
4/7/2020,23,0,Wind,98,Tuesday,April,3406
1/18/2023,15,16,Wind,18,Wednesday,January,5764
7/2/2022,1,2,Wind,183,Saturday,July,668
9/19/2025,22,23,Wind,262,Friday,September,7000
8/15/2020,3,4,Wind,228,Saturday,August,393
9/27/2020,21,22,Wind,271,Sunday,September,5720
1/22/2021,13,14,Wind,22,Friday,January,4009
1/8/2023,21,22,Wind,8,Sunday,January,11918
12/29/2021,22,23,Wind,363,Wednesday,December,10719
4/26/2021,6,7,Wind,116,Monday,April,8272
11/23/2023,21,22,Wind,327,Thursday,November,8465
8/18/2021,19,20,Wind,230,Wednesday,August,2976
3/28/2021,22,23,Wind,87,Sunday,March,3320
9/8/2020,21,22,Wind,252,Tuesday,September,606
10/16/2021,5,6,Wind,289,Saturday,October,1565
1/6/2020,1,2,Wind,6,Monday,January,2400
9/24/2021,2,3,Wind,267,Friday,September,720
2/18/2023,4,5,Wind,49,Saturday,February,6707
3/3/2022,16,17,Solar,62,Thursday,March,2061
7/21/2020,23,0,Wind,203,Tuesday,July,5565
11/9/2020,7,8,Wind,314,Monday,November,2662
6/9/2025,9,10,Solar,160,Monday,June,5383
1/4/2025,11,12,Wind,4,Saturday,January,5288
4/25/2023,17,18,Solar,115,Tuesday,April,4466
5/30/2021,14,15,Solar,150,Sunday,May,6365
7/18/2025,14,15,Solar,199,Friday,July,8905
5/10/2025,16,17,Wind,130,Saturday,May,5415
3/1/2025,3,4,Wind,60,Saturday,March,6809
12/20/2020,21,22,Wind,355,Sunday,December,5696
3/31/2025,16,17,Solar,90,Monday,March,12098
6/29/2021,22,23,Wind,180,Tuesday,June,2100
9/14/2023,22,23,Wind,257,Thursday,September,2538
7/1/2020,21,22,Wind,183,Wednesday,July,3184
6/20/2022,21,22,Wind,171,Monday,June,4940
11/10/2023,17,18,Wind,314,Friday,November,16120
7/27/2024,16,17,Solar,209,Saturday,July,5523
3/14/2025,20,21,Wind,73,Friday,March,8603
11/27/2022,13,14,Wind,331,Sunday,November,7851
4/15/2025,8,9,Wind,105,Tuesday,April,6043
10/25/2021,21,22,Wind,298,Monday,October,3265
9/26/2022,17,18,Wind,269,Monday,September,12079
8/18/2023,5,6,Wind,230,Friday,August,1870
12/13/2023,17,18,Wind,347,Wednesday,December,8053
12/4/2024,20,21,Wind,339,Wednesday,December,5155
12/25/2023,6,7,Wind,359,Monday,December,8778
2/28/2024,5,6,Wind,59,Wednesday,February,2629
5/29/2022,13,14,Solar,149,Sunday,May,9341
7/5/2020,14,15,Wind,187,Sunday,July,10461
11/29/2025,12,13,Wind,333,Saturday,November,16180
1/20/2024,22,23,Wind,20,Saturday,January,10442
6/28/2023,21,22,Wind,179,Wednesday,June,1470
1/2/2023,17,18,Wind,2,Monday,January,4489
8/20/2023,12,13,Solar,232,Sunday,August,6873
8/1/2020,0,1,Wind,214,Saturday,August,2846
6/4/2024,20,21,Wind,156,Tuesday,June,5312
9/5/2021,16,17,Solar,248,Sunday,September,3939
7/6/2024,8,9,Wind,188,Saturday,July,12647
6/8/2024,13,14,Solar,160,Saturday,June,4316
10/1/2022,9,10,Wind,274,Saturday,October,11074
7/6/2022,15,16,Solar,187,Wednesday,July,7955
4/5/2020,8,9,Wind,96,Sunday,April,7702
4/22/2021,13,14,Solar,112,Thursday,April,8561
3/8/2024,9,10,Wind,68,Friday,March,9675
2/9/2023,15,16,Solar,40,Thursday,February,3603
10/22/2022,8,9,Wind,295,Saturday,October,3972
10/15/2024,5,6,Wind,289,Tuesday,October,3345
12/23/2023,23,0,Wind,357,Saturday,December,14365
12/21/2023,21,22,Wind,355,Thursday,December,16935
9/30/2022,6,7,Wind,273,Friday,September,1220
5/3/2025,20,21,Wind,123,Saturday,May,3958
10/10/2021,4,5,Wind,283,Sunday,October,1449
3/27/2021,5,6,Wind,86,Saturday,March,9260
1/23/2021,10,11,Wind,23,Saturday,January,6969
10/29/2020,19,20,Wind,303,Thursday,October,7240
9/28/2024,12,13,Solar,272,Saturday,September,8841
3/1/2024,19,20,Wind,61,Friday,March,14134
12/7/2022,10,11,Wind,341,Wednesday,December,3623
7/10/2022,7,8,Wind,191,Sunday,July,3888
10/25/2020,7,8,Wind,299,Sunday,October,8284
7/3/2022,4,5,Wind,184,Sunday,July,1267
2/18/2023,3,4,Wind,49,Saturday,February,6451
2/26/2023,5,6,Wind,57,Sunday,February,10780
9/27/2025,4,5,Wind,270,Saturday,September,377
7/30/2025,5,6,Wind,211,Wednesday,July,1297
10/6/2021,10,11,Wind,279,Wednesday,October,10182
1/26/2020,7,8,Wind,26,Sunday,January,2330
11/5/2023,5,6,Wind,309,Sunday,November,15176
7/6/2023,19,20,Solar,187,Thursday,July,1852
8/11/2023,0,1,Wind,223,Friday,August,2044
7/28/2025,18,19,Wind,209,Monday,July,8298
11/27/2022,11,12,Wind,331,Sunday,November,8885
4/11/2021,7,8,Wind,101,Sunday,April,5645
11/6/2023,8,9,Wind,310,Monday,November,11452
7/15/2024,4,5,Wind,197,Monday,July,1419
4/3/2022,0,1,Wind,93,Sunday,April,4786
11/3/2020,12,13,Wind,308,Tuesday,November,8638
12/27/2023,11,12,Wind,361,Wednesday,December,13414
5/20/2021,19,20,Wind,140,Thursday,May,8631
1/11/2020,11,12,Wind,11,Saturday,January,5877
3/3/2022,9,10,Solar,62,Thursday,March,2468
6/29/2020,6,7,Wind,181,Monday,June,2767
10/2/2023,12,13,Solar,275,Monday,October,8123
12/5/2021,10,11,Wind,339,Sunday,December,8046
10/6/2020,15,16,Wind,280,Tuesday,October,12541
1/19/2023,12,13,Wind,19,Thursday,January,4261
3/22/2021,8,9,Wind,81,Monday,March,4431
9/26/2022,15,16,Wind,269,Monday,September,15202
1/20/2023,15,16,Wind,20,Friday,January,6413
3/12/2021,19,20,Wind,71,Friday,March,12434
6/22/2020,7,8,Wind,174,Monday,June,1676
1/27/2022,6,7,Wind,27,Thursday,January,3007
10/19/2022,10,11,Wind,292,Wednesday,October,8295
4/10/2022,8,9,Wind,100,Sunday,April,2961
7/21/2021,10,11,Solar,202,Wednesday,July,3606
8/31/2023,4,5,Wind,243,Thursday,August,2696
3/12/2020,20,21,Wind,72,Thursday,March,8207
12/14/2024,17,18,Wind,349,Saturday,December,4306
4/24/2025,19,20,Wind,114,Thursday,April,5635
9/26/2024,20,21,Wind,270,Thursday,September,15706
9/28/2024,20,21,Wind,272,Saturday,September,1026
11/10/2022,16,17,Wind,314,Thursday,November,3352
4/21/2025,4,5,Wind,111,Monday,April,4221
12/30/2022,16,17,Wind,364,Friday,December,16355
11/18/2023,21,22,Wind,322,Saturday,November,12763
4/22/2025,19,20,Wind,112,Tuesday,April,3727
12/2/2024,0,1,Wind,337,Monday,December,7815
3/6/2022,16,17,Wind,65,Sunday,March,8951
4/3/2021,19,20,Wind,93,Saturday,April,9524
5/23/2021,13,14,Wind,143,Sunday,May,9422
3/22/2020,20,21,Wind,82,Sunday,March,9418
3/31/2020,15,16,Wind,91,Tuesday,March,10937
5/3/2022,14,15,Solar,123,Tuesday,May,6311
10/22/2020,21,22,Wind,296,Thursday,October,3016
3/15/2024,1,2,Wind,75,Friday,March,10820
10/13/2023,8,9,Wind,286,Friday,October,12710
5/21/2020,12,13,Solar,142,Thursday,May,4269
10/26/2021,23,0,Wind,299,Tuesday,October,3510
3/18/2025,21,22,Wind,77,Tuesday,March,10634
11/26/2023,18,19,Wind,330,Sunday,November,3227
7/31/2025,14,15,Solar,212,Thursday,July,12024
10/5/2025,0,1,Wind,278,Sunday,October,14504
5/14/2023,20,21,Wind,134,Sunday,May,4053
9/2/2021,19,20,Wind,245,Thursday,September,4286
7/5/2024,22,23,Wind,187,Friday,July,3920
9/18/2020,6,7,Wind,262,Friday,September,6206
6/7/2020,15,16,Solar,159,Sunday,June,4201
12/21/2022,18,19,Wind,355,Wednesday,December,11572
2/23/2021,9,10,Wind,54,Tuesday,February,8270
4/28/2021,3,4,Wind,118,Wednesday,April,1085
10/21/2025,7,8,Wind,294,Tuesday,October,10843
10/16/2022,14,15,Solar,289,Sunday,October,7380
6/10/2024,2,3,Wind,162,Monday,June,4764
1/5/2022,16,17,Wind,5,Wednesday,January,4488
2/21/2023,13,14,Solar,52,Tuesday,February,4033
3/3/2020,8,9,Wind,63,Tuesday,March,3689
4/1/2024,12,13,Wind,92,Monday,April,15400
4/14/2023,16,17,Wind,104,Friday,April,11935
6/9/2023,0,1,Wind,160,Friday,June,5027
2/20/2023,17,18,Wind,51,Monday,February,2158
11/19/2024,5,6,Wind,324,Tuesday,November,17294
7/26/2025,22,23,Wind,207,Saturday,July,3525
11/20/2024,7,8,Wind,325,Wednesday,November,5558
9/26/2023,16,17,Solar,269,Tuesday,September,5214
9/25/2020,8,9,Wind,269,Friday,September,9832
2/13/2020,7,8,Wind,44,Thursday,February,12480
11/24/2021,21,22,Wind,328,Wednesday,November,1974
10/23/2023,22,23,Wind,296,Monday,October,4492
10/22/2020,1,2,Wind,296,Thursday,October,6104
6/7/2025,12,13,Wind,158,Saturday,June,15518
5/27/2022,19,20,Wind,147,Friday,May,4617
5/2/2020,17,18,Wind,123,Saturday,May,4734
4/30/2025,14,15,Solar,120,Wednesday,April,5917
12/7/2024,11,12,Wind,342,Saturday,December,21099
4/20/2022,12,13,Wind,110,Wednesday,April,5586
11/11/2023,21,22,Wind,315,Saturday,November,4496
1/1/2023,8,9,Wind,1,Sunday,January,8785
6/14/2025,20,21,Wind,165,Saturday,June,3073
3/5/2023,9,10,Solar,64,Sunday,March,3932
4/17/2024,11,12,Solar,108,Wednesday,April,9877
11/20/2024,6,7,Wind,325,Wednesday,November,5708
1/8/2024,15,16,Wind,8,Monday,January,9400
1/9/2023,16,17,Wind,9,Monday,January,14394
3/26/2024,13,14,Wind,86,Tuesday,March,6648
12/15/2024,6,7,Wind,350,Sunday,December,5059
5/17/2023,23,0,Wind,137,Wednesday,May,8115
3/23/2024,14,15,Wind,83,Saturday,March,13269
10/29/2025,13,14,Wind,302,Wednesday,October,8722
1/21/2020,10,11,Wind,21,Tuesday,January,3120
4/1/2020,14,15,Solar,92,Wednesday,April,4969
7/28/2021,10,11,Wind,209,Wednesday,July,6479
8/23/2020,2,3,Wind,236,Sunday,August,4705
8/18/2022,20,21,Wind,230,Thursday,August,3869
3/1/2022,22,23,Wind,60,Tuesday,March,2574
11/27/2023,0,1,Wind,331,Monday,November,6195
12/31/2022,20,21,Wind,365,Saturday,December,16494
7/26/2025,20,21,Wind,207,Saturday,July,5936
4/27/2022,7,8,Wind,117,Wednesday,April,5655
5/5/2020,4,5,Wind,126,Tuesday,May,5205
2/14/2021,13,14,Wind,45,Sunday,February,10449
1/28/2020,12,13,Wind,28,Tuesday,January,13941
7/18/2022,6,7,Wind,199,Monday,July,3476
10/30/2021,14,15,Wind,303,Saturday,October,8685
6/2/2023,21,22,Wind,153,Friday,June,6335
12/23/2023,6,7,Wind,357,Saturday,December,13686
3/10/2020,20,21,Wind,70,Tuesday,March,11230
11/27/2020,3,4,Wind,332,Friday,November,1636
1/3/2023,21,22,Wind,3,Tuesday,January,12963
7/31/2024,20,21,Wind,213,Wednesday,July,1821
1/22/2020,0,1,Wind,22,Wednesday,January,3282
8/24/2021,1,2,Wind,236,Tuesday,August,5130
8/15/2021,17,18,Wind,227,Sunday,August,8493
9/12/2025,23,0,Wind,255,Friday,September,6106
